id,author,is_organization,downloads,likes,created_at,last_modified,pipeline_tag,tags,trust_claim,trust_evidence,bias_claim,bias_evidence,interp_claim,interp_evidence,clinical_use_disclaimer,interpretability_method_named,trust_gap,bias_gap,interp_gap,gap_score,any_claim,any_gap,log_downloads,log_likes
uaritm/gemmamed_cardio,uaritm,False,36,1,2025-12-07 15:47:37+00:00,2026-01-02 12:01:42+00:00,text-generation,"['transformers', 'safetensors', 'gguf', 'gemma3', 'image-text-to-text', 'medical', 'cardio', 'text-generation', 'conversational', 'uk', 'base_model:google/gemma-3-4b-it', 'base_model:quantized:google/gemma-3-4b-it', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,3.6109179126442243,0.6931471805599453
Dr-BERT/DrBERT-4GB,Dr-BERT,True,52,1,2022-12-25 19:21:28+00:00,2023-05-28 17:38:07+00:00,fill-mask,"['transformers', 'pytorch', 'tensorboard', 'camembert', 'fill-mask', 'medical', 'chemistry', 'biomedical', 'life science', 'fr', 'dataset:Dr-BERT/NACHOS', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",yes,partial,no,no,no,no,no,,False,False,False,0,True,False,3.970291913552122,0.6931471805599453
ianpan/chest-x-ray-basic,ianpan,False,1520,9,2024-12-24 23:57:02+00:00,2025-01-03 12:38:07+00:00,image-segmentation,"['transformers', 'safetensors', 'cxr_basic', 'feature-extraction', 'chest_x_ray', 'x_ray', 'medical_imaging', 'radiology', 'segmentation', 'classification', 'lungs', 'heart', 'image-segmentation', 'custom_code', 'base_model:timm/tf_efficientnetv2_s.in21k_ft_in1k', 'base_model:finetune:timm/tf_efficientnetv2_s.in21k_ft_in1k', 'region:us']",no,no,yes,yes,no,no,no,,False,False,False,0,True,False,7.327123292259293,2.302585092994046
zeroentropy/zerank-1-small-reranker,zeroentropy,True,10741,65,2025-06-30 23:45:17+00:00,2026-07-24 02:03:06+00:00,text-ranking,"['sentence-transformers', 'safetensors', 'qwen3', 'finance', 'legal', 'code', 'stem', 'medical', 'text-ranking', 'custom_code', 'en', 'base_model:Qwen/Qwen3-4B', 'base_model:finetune:Qwen/Qwen3-4B', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,9.281916570465405,4.189654742026425
ChuGyouk/ko-med-gemma-2-9b-it-merge2,ChuGyouk,False,3,6,2024-09-02 01:42:50+00:00,2024-09-08 05:36:11+00:00,,"['safetensors', 'gemma2', 'medical', 'ko', 'dataset:sean0042/KorMedMCQA', 'dataset:ChuGyouk/AI_healthcare_QA_samples_Sonnet3.5', 'dataset:ChuGyouk/HFH4_ultrachat_200k_ko', 'arxiv:2403.01469', 'license:cc-by-nc-sa-4.0', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,1.3862943611198906,1.9459101490553132
egeozsoy/EndoViT,egeozsoy,False,602,5,2024-04-10 08:06:09+00:00,2024-04-11 07:56:33+00:00,,"['timm', 'pytorch', 'medical', 'Image Feature Extraction', 'dataset:Geometryyy/Cholec80', 'dataset:minwoosun/CholecSeg8k', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,6.401917196727186,1.791759469228055
OSCARcr/mistral-medquad-lora-r32,OSCARcr,False,0,0,2025-10-27 02:05:41+00:00,2025-10-28 05:41:01+00:00,,"['safetensors', 'lora', 'mistral', 'medical', 'medquad', 'en', 'dataset:lavita/MedQuAD', 'base_model:mistralai/Mistral-7B-Instruct-v0.3', 'base_model:adapter:mistralai/Mistral-7B-Instruct-v0.3', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.0,0.0
SINAI/ALIA-MrBERT-es-biomedical-reranker,SINAI,True,5,0,2026-04-23 11:33:24+00:00,2026-05-27 06:01:23+00:00,text-classification,"['sentence-transformers', 'safetensors', 'modernbert', 'biomedical', 'spanish', 'cross-encoder', 'reranker', 'retrieval', 'text-classification', 'es', 'arxiv:2109.07765', 'arxiv:2602.21379', 'base_model:BSC-LT/MrBERT-es', 'base_model:finetune:BSC-LT/MrBERT-es', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,1.791759469228055,0.0
Sudheer17/Heart_Disease_XGB_Model,Sudheer17,False,0,0,2026-06-10 14:02:37+00:00,2026-06-10 14:13:35+00:00,tabular-classification,"['xgboost', 'classification', 'heart-disease', 'healthcare', 'machine-learning', 'tabular-classification', 'en', 'license:mit', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.0,0.0
mradermacher/Meditron3-Qwen2.5-7B-GGUF,mradermacher,False,76,0,2025-03-01 15:12:45+00:00,2026-05-15 06:54:23+00:00,,"['transformers', 'gguf', 'medical', 'zho', 'eng', 'fra', 'spa', 'por', 'deu', 'ita', 'rus', 'jpn', 'kor', 'vie', 'tha', 'ara', 'base_model:EPFLiGHT/Meditron3-Qwen2.5-7B', 'base_model:quantized:EPFLiGHT/Meditron3-Qwen2.5-7B', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'conversational']",no,no,no,no,no,no,no,,False,False,False,0,False,False,4.343805421853684,0.0
OpenMed/OpenMed-PII-FastClinical-Small-82M-v1-mlx,OpenMed,True,25,1,2026-04-05 08:06:29+00:00,2026-04-14 07:42:43+00:00,token-classification,"['openmed', 'roberta', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-PII-FastClinical-Small-82M-v1', 'base_model:finetune:OpenMed/OpenMed-PII-FastClinical-Small-82M-v1', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,3.258096538021482,0.6931471805599453
bibocat/qwen3-ner-grpo-v2-merged,bibocat,False,169,1,2026-07-24 10:06:57+00:00,2026-07-24 13:22:11+00:00,text-generation,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'grpo', 'medical', 'named-entity-recognition', 'vietnamese', 'conversational', 'vi', 'base_model:bibocat/qwen3-ner-sft-4epochs-100k-merged', 'base_model:finetune:bibocat/qwen3-ner-sft-4epochs-100k-merged', 'text-generation-inference', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,5.135798437050262,0.6931471805599453
LaurianeMD/vit-skin-disease,LaurianeMD,False,114,0,2025-02-18 17:01:21+00:00,2025-11-30 14:03:18+00:00,image-classification,"['transformers', 'safetensors', 'vit', 'image-classification', 'medical', 'computer-vision', 'dermatology', 'healthcare', 'en', 'arxiv:1910.09700', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,yes,Grad-CAM,False,False,False,0,False,False,4.74493212836325,0.0
PetraAI/Nashmi,PetraAI,False,4,2,2023-08-13 16:14:06+00:00,2023-09-15 01:02:01+00:00,,"['transformers', 'llama', 'chemistry', 'biology', 'finance', 'legal', 'music', 'code', 'art', 'climate', 'medical', 'text-generation-inference', 'ar', 'en', 'ch', 'zh', 'dataset:PetraAI/PetraAI', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.6094379124341003,1.0986122886681098
huihui-ai/Huihui-Qwythos-9B-Claude-Mythos-5-1M-abliterated,huihui-ai,False,8090,20,2026-06-26 02:06:22+00:00,2026-06-26 05:59:14+00:00,text-generation,"['transformers', 'safetensors', 'qwen3_5', 'image-text-to-text', 'qwen3.5', 'reasoning', 'uncensored', 'long-context', '1M-context', 'function-calling', 'tool-use', 'sft', 'full-fine-tune', 'cybersecurity', 'biomedical', 'agentic', 'abliterated', 'text-generation', 'conversational', 'en', 'base_model:empero-ai/Qwythos-9B-Claude-Mythos-5-1M', 'base_model:finetune:empero-ai/Qwythos-9B-Claude-Mythos-5-1M', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,8.99850761180784,3.044522437723423
OpenMed/OpenMed-PII-Hindi-LiteClinical-Small-66M-v1,OpenMed,True,14,0,2026-03-10 13:06:22+00:00,2026-03-10 13:06:34+00:00,token-classification,"['transformers', 'safetensors', 'distilbert', 'token-classification', 'ner', 'pii', 'pii-detection', 'de-identification', 'privacy', 'healthcare', 'medical', 'clinical', 'phi', 'hindi', 'pytorch', 'openmed', 'hi', 'base_model:distilbert/distilbert-base-cased', 'base_model:finetune:distilbert/distilbert-base-cased', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us']",yes,yes,no,no,no,no,no,,False,False,False,0,True,False,2.70805020110221,0.0
CultriX/Qwen3-8B-Hippocratesv1,CultriX,False,6,1,2025-05-25 17:50:11+00:00,2025-05-29 08:12:26+00:00,text-generation,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'medical', 'grpo', 'math', 'reasoning', 'fine-tuned', 'qlora', 'lora', 'multi-stage-finetuning', 'conversational', 'en', 'es', 'dataset:FreedomIntelligence/medical-o1-reasoning-SFT', 'dataset:unsloth/OpenMathReasoning-mini', 'dataset:mlabonne/guanaco-llama2-1k', 'dataset:madrylab/gsm8k-platinum', 'base_model:Qwen/Qwen3-8B', 'base_model:adapter:Qwen/Qwen3-8B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.9459101490553132,0.6931471805599453
Anjaligiriraj/medical-llm-mistral,Anjaligiriraj,False,0,0,2026-03-19 14:38:39+00:00,2026-03-26 04:42:50+00:00,question-answering,"['safetensors', 'medical', 'healthcare', 'llm', 'lora', 'fine-tuned', 'question-answering', 'en', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,0.0,0.0
mradermacher/Gemma4-Biomedical-E4B-i1-GGUF,mradermacher,False,88,5,2026-04-10 14:34:33+00:00,2026-04-11 08:15:41+00:00,,"['transformers', 'gguf', 'chemistry', 'biology', 'agent', 'abliterated', 'biomedical', 'gemma', 'gemma 4', 'en', 'base_model:epicmajorman/Gemma4-Biomedical-E4B', 'base_model:quantized:epicmajorman/Gemma4-Biomedical-E4B', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'imatrix', 'conversational']",no,no,no,no,no,no,no,,False,False,False,0,False,False,4.48863636973214,1.791759469228055
mradermacher/Pars-Medical-o1-Llama-FFT-i1-GGUF,mradermacher,False,167,0,2025-12-23 13:09:15+00:00,2025-12-23 15:07:48+00:00,,"['transformers', 'gguf', 'medical', 'biology', 'persian', 'farsi', 'llama-3', 'chain-of-thought', 'fft', 'full-fine-tune', 'healthcare', 'clinical-reasoning', 'bilingual', 'o1-style', 'unsloth', 'en', 'fa', 'dataset:FreedomIntelligence/medical-o1-reasoning-SFT', 'dataset:erfan226/persian-medical-qa', 'dataset:SeyedAli/Persian-Medical-Dataset', 'base_model:HexQuant/Pars-Medical-o1-Llama-FFT', 'base_model:quantized:HexQuant/Pars-Medical-o1-Llama-FFT', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'imatrix', 'conversational']",no,no,no,no,no,no,no,,False,False,False,0,False,False,5.123963979403259,0.0
OpenMed/OpenMed-PII-Spanish-ModernMed-Base-149M-v1,OpenMed,True,11,0,2026-02-17 18:57:49+00:00,2026-02-18 18:01:04+00:00,token-classification,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'ner', 'pii', 'pii-detection', 'de-identification', 'privacy', 'healthcare', 'medical', 'clinical', 'phi', 'spanish', 'pytorch', 'openmed', 'es', 'base_model:answerdotai/ModernBERT-base', 'base_model:finetune:answerdotai/ModernBERT-base', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us']",yes,yes,no,no,no,no,no,,False,False,False,0,True,False,2.4849066497880004,0.0
Meddies/meddies-pii,Meddies,True,344,3,2026-03-04 12:10:56+00:00,2026-04-23 14:00:58+00:00,text-generation,"['transformers', 'safetensors', 'lfm2', 'text-generation', 'pii', 'pii-detection', 'named-entity-recognition', 'medical', 'grpo', 'rl', 'lora', 'multilingual', 'conversational', 'en', 'vi', 'fr', 'de', 'es', 'lo', 'th', 'my', 'id', 'fil', 'ms', 'ta', 'pt', 'ru', 'zh', 'ja', 'ko', 'dataset:Meddies/meddies-pii', 'license:cc-by-nc-4.0', 'model-index', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,5.84354441703136,1.3862943611198906
zjudai/flowertune-medical-lora-mistral-7b-instruct-v0.3,zjudai,True,215,0,2025-04-04 15:48:15+00:00,2025-04-04 15:48:50+00:00,,"['peft', 'safetensors', 'lora', 'federated-learning', 'flower', 'medical', 'base_model:mistralai/Mistral-7B-Instruct-v0.3', 'base_model:adapter:mistralai/Mistral-7B-Instruct-v0.3', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,5.375278407684165,0.0
Chtholly17/Qwen3.5-35B-A3B-DeepMed-6task-SFT-epoch1,Chtholly17,False,5,0,2026-04-23 22:54:54+00:00,2026-04-23 22:59:31+00:00,image-text-to-text,"['transformers', 'safetensors', 'qwen3_5_moe', 'image-text-to-text', 'qwen3_5', 'moe', 'medical', 'sft', 'deepmed', 'conversational', 'base_model:Qwen/Qwen3.5-35B-A3B', 'base_model:finetune:Qwen/Qwen3.5-35B-A3B', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.791759469228055,0.0
biomisc/gat_llama3_8b_it_qlora,biomisc,True,4,0,2026-05-29 19:50:15+00:00,2026-05-29 20:09:29+00:00,text-generation,"['safetensors', 'llama', 'biology', 'medical', 'text-generation', 'conversational', 'en', 'base_model:meta-llama/Llama-3.1-8B-Instruct', 'base_model:finetune:meta-llama/Llama-3.1-8B-Instruct', 'license:llama3.1', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.6094379124341003,0.0
qaootkcx/qwen35-9b-medical,qaootkcx,False,111,2,2026-06-13 10:35:31+00:00,2026-06-13 10:55:21+00:00,text-generation,"['llama.cpp', 'gguf', 'qwen', 'qwen3.5', 'ollama', 'medical', 'russian', 'text-generation', 'ru', 'en', 'base_model:Jackrong/Qwen3.5-9B-Claude-4.6-Opus-Reasoning-Distilled-v2-GGUF', 'base_model:quantized:Jackrong/Qwen3.5-9B-Claude-4.6-Opus-Reasoning-Distilled-v2-GGUF', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'conversational']",yes,partial,no,no,no,no,yes,,False,False,False,0,True,False,4.718498871295094,1.0986122886681098
zmzfpc/biomamba-biomedqa-sft-130m,zmzfpc,False,1,0,2026-04-22 07:20:52+00:00,2026-04-22 07:29:48+00:00,,"['mamba-ssm', 'pytorch', 'mamba', 'mamba2', 'biomedical', 'pubmed', 'pubmedqa', 'bioasq', 'medqa', 'sft', 'en', 'dataset:qiaojin/PubMedQA', 'arxiv:2408.02600', 'base_model:zmzfpc/biomamba-130m', 'base_model:finetune:zmzfpc/biomamba-130m', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,0.6931471805599453,0.0
OpenMed/OpenMed-PII-Portuguese-BigMed-Large-560M-v1-mlx,OpenMed,True,9,0,2026-06-03 19:30:37+00:00,2026-06-23 08:27:55+00:00,token-classification,"['openmed', 'xlm-roberta', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'bert', 'base_model:OpenMed/OpenMed-PII-Portuguese-BigMed-Large-560M-v1', 'base_model:finetune:OpenMed/OpenMed-PII-Portuguese-BigMed-Large-560M-v1', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.302585092994046,0.0
Mihara-bot/metaclip-b16-400m-biomedica_TRACIN_20,Mihara-bot,False,8,0,2026-02-24 08:38:37+00:00,2026-02-24 15:27:16+00:00,,"['safetensors', 'clip', 'medical', 'biology', 'en', 'arxiv:2511.18519', 'base_model:facebook/metaclip-b16-400m', 'base_model:finetune:facebook/metaclip-b16-400m', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,2.1972245773362196,0.0
OpenMed/OpenMed-NER-GenomeDetect-PubMed-109M-mlx,OpenMed,True,7,0,2026-06-03 21:27:59+00:00,2026-06-23 08:25:21+00:00,token-classification,"['openmed', 'bert', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-NER-GenomeDetect-PubMed-109M', 'base_model:finetune:OpenMed/OpenMed-NER-GenomeDetect-PubMed-109M', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.0794415416798357,0.0
OpenMed/OpenMed-PII-ClinicalE5-Small-33M-v1-mlx-q8,OpenMed,True,108,3,2026-06-13 13:35:08+00:00,2026-06-13 13:35:14+00:00,token-classification,"['openmed', 'bert', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'quantized', '8-bit', 'on-device', 'base_model:OpenMed/OpenMed-PII-ClinicalE5-Small-33M-v1', 'base_model:finetune:OpenMed/OpenMed-PII-ClinicalE5-Small-33M-v1', 'license:apache-2.0', 'region:us']",yes,yes,no,no,no,no,no,,False,False,False,0,True,False,4.6913478822291435,1.3862943611198906
Rumiii/LlamaMed-3.1-8B-Reasoner,Rumiii,False,769,1,2026-07-25 20:31:18+00:00,2026-07-26 09:10:31+00:00,text-generation,"['transformers', 'safetensors', 'gguf', 'llama', 'text-generation', 'medical', 'reasoning', 'llama-3.1', 'reasonmed', 'chain-of-thought', 'conversational', 'en', 'dataset:lingshu-medical-mllm/ReasonMed', 'base_model:unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit', 'base_model:quantized:unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,6.646390514847729,0.6931471805599453
IIC/mdeberta-v3-base-caresC,IIC,True,4,0,2023-06-20 15:46:42+00:00,2024-11-25 10:41:15+00:00,text-classification,"['transformers', 'pytorch', 'safetensors', 'deberta-v2', 'text-classification', 'biomedical', 'clinical', 'spanish', 'mdeberta-v3-base', 'es', 'dataset:chizhikchi/CARES', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.6094379124341003,0.0
doctolib-lab/doctomodernbert-fr-large,doctolib-lab,True,82,0,2026-07-06 13:21:03+00:00,2026-07-06 13:51:55+00:00,fill-mask,"['transformers', 'tensorboard', 'safetensors', 'modernbert', 'fill-mask', 'medical', 'healthcare', 'biomedical', 'clinical', 'french', 'long-context', 'doctobert', 'fr', 'dataset:doctolib-lab/finemed-fr', 'dataset:doctolib-lab/finemed-rephrased-fr', 'arxiv:2606.22079', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",yes,partial,no,no,no,no,no,,False,False,False,0,True,False,4.418840607796598,0.0
h3ir/morbid0.0.2,h3ir,False,2,0,2025-10-17 22:47:15+00:00,2025-10-17 22:47:22+00:00,text-generation,"['transformers', 'llama', 'text-generation', 'mortality', 'actuary', 'healthcare', 'en', 'dataset:world-mortality', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,1.0986122886681098,0.0
arcsu1/Broiler-Feces-Classifier,arcsu1,False,0,0,2024-06-25 01:28:31+00:00,2024-06-25 01:42:58+00:00,,"['code', 'medical', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.0,0.0
Meforgers/Aixr,Meforgers,False,0,1,2024-06-12 09:22:20+00:00,2024-06-16 21:26:19+00:00,text-generation,"['transformers', 'pytorch', 'safetensors', 'Generative AI', 'text-generation-inference', 'text-generation', 'peft', 'unsloth', 'medical', 'biology', 'code', 'space', 'conversational', 'tr', 'en', 'es', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.0,0.6931471805599453
OpenMed/OpenMed-NER-GenomicDetect-SuperMedical-355M-mlx,OpenMed,True,9,0,2026-06-03 21:35:51+00:00,2026-06-23 08:25:30+00:00,token-classification,"['openmed', 'roberta', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-NER-GenomicDetect-SuperMedical-355M', 'base_model:finetune:OpenMed/OpenMed-NER-GenomicDetect-SuperMedical-355M', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.302585092994046,0.0
OpenMed/OpenMed-NER-ProteinDetect-SuperMedical-355M-mlx,OpenMed,True,10,0,2026-06-08 07:30:34+00:00,2026-06-23 08:25:58+00:00,token-classification,"['openmed', 'roberta', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-NER-ProteinDetect-SuperMedical-355M', 'base_model:finetune:OpenMed/OpenMed-NER-ProteinDetect-SuperMedical-355M', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.3978952727983707,0.0
Raziel1234/GAD-1-77.1M-Email-Writer,Raziel1234,False,1,0,2026-01-17 17:23:51+00:00,2026-01-18 05:23:38+00:00,text-generation,"['safetensors', 'gad_decoder', 'chemistry', 'biology', 'finance', 'legal', 'art', 'code', 'medical', 'agent', 'text-generation-inference', 'text-generation', 'en', 'dataset:tatsu-lab/alpaca', 'base_model:Raziel1234/GAD-1', 'base_model:finetune:Raziel1234/GAD-1', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.6931471805599453,0.0
mradermacher/SwarmMed-14B-v1.2-merged-i1-GGUF,mradermacher,False,455,0,2026-02-23 23:29:47+00:00,2026-02-25 17:14:34+00:00,,"['transformers', 'gguf', 'medical', 'healthcare', 'clinical-reasoning', 'platinum-pairs', 'cove-verified', 'chain-of-thought', 'cardiology', 'oncology', 'neurology', 'emergency-medicine', 'psychiatry', 'pediatrics', 'pharmacology', 'endocrinology', 'radiology', 'internal-medicine', 'sft', 'lora', 'fine-tuned', 'qwen2', 'conversational', 'swarm-and-bee', 'en', 'dataset:SwarmOS/SwarmMed-Platinum-500', 'dataset:SwarmOS/SwarmMed-Platinum-1K', 'license:apache-2.0', 'endpoints_compatible', 'region:us', 'imatrix']",no,no,no,no,no,no,no,,False,False,False,0,False,False,6.1224928095143865,0.0
sathishphdai/healthcare-slm-5m,sathishphdai,False,5,0,2026-03-07 18:48:58+00:00,2026-03-07 18:49:04+00:00,text-generation,"['pytorch', 'safetensors', 'healthcare-slm', 'healthcare', 'medical', 'clinical', 'slm', 'llama-style', 'rope', '5m-context', 'from-scratch', 'text-generation', 'en', 'license:mit', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.791759469228055,0.0
yungcodedev/shreyash_falconLLM_medical_finetune,yungcodedev,False,0,0,2024-11-02 10:10:37+00:00,2024-11-02 15:33:46+00:00,question-answering,"['peft', 'safetensors', 'medical', 'question-answering', 'arxiv:1910.09700', 'base_model:tiiuae/falcon-7b', 'base_model:adapter:tiiuae/falcon-7b', 'license:mit', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,0.0,0.0
BSC-NLP4BIA/bsc-bio-ehr-es-carmen-symptemist,BSC-NLP4BIA,True,590,0,2024-06-05 15:37:29+00:00,2026-05-11 14:44:53+00:00,token-classification,"['transformers', 'pytorch', 'safetensors', 'roberta', 'token-classification', 'biomedical', 'clinical', 'EHR', 'spanish', 'symptoms', 'es', 'base_model:PlanTL-GOB-ES/bsc-bio-ehr-es', 'base_model:finetune:PlanTL-GOB-ES/bsc-bio-ehr-es', 'license:cc-by-4.0', 'model-index', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,6.3818160174060985,0.0
BSC-NLP4BIA/prof-ner-cat-v1,BSC-NLP4BIA,True,3,0,2024-08-01 16:42:02+00:00,2026-05-11 14:45:00+00:00,token-classification,"['transformers', 'pytorch', 'safetensors', 'roberta', 'token-classification', 'biomedical', 'clinical', 'EHR', 'catalan', 'professions', 'employment status', 'ca', 'base_model:PlanTL-GOB-ES/bsc-bio-ehr-es', 'base_model:finetune:PlanTL-GOB-ES/bsc-bio-ehr-es', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.3862943611198906,0.0
OpenMed/OpenMed-NER-DiseaseDetect-TinyMed-65M-mlx,OpenMed,True,12,0,2026-06-03 21:02:53+00:00,2026-06-23 08:25:19+00:00,token-classification,"['openmed', 'distilbert', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-NER-DiseaseDetect-TinyMed-65M', 'base_model:finetune:OpenMed/OpenMed-NER-DiseaseDetect-TinyMed-65M', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.5649493574615367,0.0
Saeed/TissueGPT,Saeed,False,4,0,2024-12-15 07:28:41+00:00,2025-03-17 09:02:32+00:00,text-generation,"['safetensors', 'biogpt', 'biomedical', 'text-generation', 'BioGPT', 'fine-tuning', 'en', 'dataset:custom', 'doi:10.57967/hf/8917', 'license:cc-by-4.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,1.6094379124341003,0.0
cristian-untaru/lora-biobert-medical-triage,cristian-untaru,False,44,0,2026-06-24 21:13:07+00:00,2026-06-25 23:07:50+00:00,text-classification,"['transformers', 'safetensors', 'bert', 'text-classification', 'medical-triage', 'biobert', 'peft', 'lora', 'healthcare', 'symptom-checker', 'natural-language-processing', 'academic-project', 'en', 'dataset:cristian-untaru/symcat-medical-triage-dataset', 'base_model:dmis-lab/biobert-v1.1', 'base_model:adapter:dmis-lab/biobert-v1.1', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",no,no,no,no,no,no,yes,,False,False,False,0,False,False,3.8066624897703196,0.0
wredd/medgemma-4b-gguf,wredd,False,27,0,2026-02-03 02:15:48+00:00,2026-02-24 04:08:55+00:00,,"['gguf', 'medical', 'quantized', 'llama.cpp', 'african-healthcare', 'base_model:google/medgemma-1.5-4b-it', 'base_model:quantized:google/medgemma-1.5-4b-it', 'license:gemma', 'endpoints_compatible', 'region:us', 'imatrix', 'conversational']",no,no,no,no,no,no,no,,False,False,False,0,False,False,3.332204510175204,0.0
Prior-Labs/tabpfn_2_6,Prior-Labs,True,748,27,2026-03-24 08:13:33+00:00,2026-04-02 10:00:43+00:00,tabular-classification,"['chemistry', 'biology', 'finance', 'legal', 'climate', 'medical', 'tabular-classification', 'license:other', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,6.618738983517219,3.332204510175204
OpenMed/OpenMed-NER-ChemicalDetect-TinyMed-66M-mlx,OpenMed,True,11,0,2026-06-03 20:47:42+00:00,2026-06-23 08:25:09+00:00,token-classification,"['openmed', 'distilbert', 'mlx', 'apple-silicon', 'token-classification', 'pii', 'de-identification', 'medical', 'clinical', 'base_model:OpenMed/OpenMed-NER-ChemicalDetect-TinyMed-66M', 'base_model:finetune:OpenMed/OpenMed-NER-ChemicalDetect-TinyMed-66M', 'license:apache-2.0', 'region:us']",no,no,no,no,no,no,no,,False,False,False,0,False,False,2.4849066497880004,0.0
